2.0000000000e+000,0.0000000000e+000
1.9920275462e+000,-1.5904454208e-001
1.9838726302e+000,-3.1616469640e-001
1.9748469639e+000,-4.7122586474e-001
1.9638555891e+000,-6.2386706491e-001
1.9494534857e+000,-7.7342564980e-001
1.9299268253e+000,-9.1888958479e-001
1.9034101025e+000,-1.0588907702e+000
1.8680443016e+000,-1.1917545502e+000
1.8221693137e+000,-1.3156159662e+000
1.7645277749e+000,-1.4286004678e+000
1.6944428884e+000,-1.5290472738e+000
1.6119276711e+000,-1.6157341317e+000
1.5176936682e+000,-1.6880529083e+000
1.4130524514e+000,-1.7460937701e+000
1.2997333116e+000,-1.7906205321e+000
1.1796619390e+000,-1.8229504708e+000
1.0547489105e+000,-1.8447749377e+000
9.2672455370e-001,-1.8579642994e+000
7.9703673166e-001,-1.8643930576e+000
6.6680972859e-001,-1.8658056451e+000
5.3685115513e-001,-1.8637281183e+000
4.0769019978e-001,-1.8594204032e+000
2.7963228055e-001,-1.8538588154e+000
1.5281925880e-001,-1.8477379846e+000
2.7288692690e-002,-1.8414831601e+000
-9.6970989009e-002,-1.8352666236e+000
-2.1997035209e-001,-1.8290246865e+000
-3.4167382079e-001,-1.8224741120e+000
-4.6195943781e-001,-1.8151287111e+000
-5.8058405622e-001,-1.8063183199e+000
-6.9715560634e-001,-1.7952133682e+000
-8.1111538532e-001,-1.7808586688e+000
-9.2173443915e-001,-1.7622196465e+000
-1.0281285322e+000,-1.7382427074e+000
-1.1292953419e+000,-1.7079286720e+000
-1.2241749275e+000,-1.6704143616e+000
-1.3117302270e+000,-1.6250533472e+000
-1.3910391235e+000,-1.5714838718e+000
-1.4613850901e+000,-1.5096715589e+000
-1.5223314550e+000,-1.4399176520e+000
-1.5737662411e+000,-1.3628298235e+000
-1.6159102010e+000,-1.2792602726e+000
-1.6492883594e+000,-1.1902223323e+000
-1.6746725401e+000,-1.0968000521e+000
-1.6930067900e+000,-1.0000645067e+000
-1.7053284514e+000,-9.0100678683e-001
-1.7126954389e+000,-8.0049250844e-001
-1.7161264453e+000,-6.9923795937e-001
-1.7165568204e+000,-5.9780474455e-001
-1.7148097089e+000,-4.9660824571e-001
-1.7115800999e+000,-3.9593506691e-001
-1.7074286281e+000,-2.9596535662e-001
-1.7027819727e+000,-1.9679697105e-001
-1.6979371778e+000,-9.8469518197e-002
-1.6930678861e+000,-9.8720543462e-004
-1.6882311753e+000,9.5659963073e-002
-1.6833743120e+000,1.9147672489e-001
-1.6783412728e+000,2.8644477216e-001
-1.6728793202e+000,3.8050660784e-001
-1.6666462689e+000,4.7355118216e-001
-1.6592193367e+000,5.6540171242e-001
-1.6501066189e+000,6.5580640863e-001
-1.6387622243e+000,7.4443314174e-001
-1.6246059049e+000,8.3086931858e-001
-1.6070475596e+000,9.1462826963e-001
-1.5855162710e+000,9.9516320579e-001
-1.5594925911e+000,1.0718891814e+000
-1.5285417617e+000,1.1442125071e+000
-1.4923446628e+000,1.2115657984e+000
-1.4507228123e+000,1.2734455646e+000
-1.4036539293e+000,1.3294482776e+000
-1.3512755362e+000,1.3793005386e+000
-1.2938756816e+000,1.4228794940e+000
-1.2318717859e+000,1.4602209890e+000
-1.1657803731e+000,1.4915148111e+000
-1.0961816283e+000,1.5170883013e+000
-1.0236830738e+000,1.5373811414e+000
-9.4888619365e-001,1.5529149622e+000
-8.7235880168e-001,1.5642614813e+000
-7.9461466259e-001,1.5720123205e+000
-7.1610066531e-001,1.5767527260e+000
-6.3719091790e-001,1.5790403996e+000
-5.5818656723e-001,1.5793897524e+000
-4.7931992376e-001,1.5782612309e+000
-4.0076150718e-001,1.5760549657e+000
-3.2262882443e-001,1.5731078181e+000
-2.4499595697e-001,1.5696928970e+000
-1.6790330566e-001,1.5660207199e+000
-9.1367080107e-002,1.5622413479e+000
-1.5388306038e-002,1.5584469951e+000
6.0038743832e-002,1.5546747814e+000
1.3491871007e-001,1.5509094460e+000
2.0924787747e-001,1.5470859679e+000
2.8300745826e-001,1.5430921517e+000
3.5615744121e-001,1.5387713258e+000
4.2863107581e-001,1.5339253752e+000
5.0033013270e-001,1.5283183833e+000
5.7112116166e-001,1.5216811879e+000
6.4083304539e-001,1.5137171536e+000
7.0925620812e-001,1.5041094183e+000
7.7614386296e-001,1.4925297786e+000
8.4121565478e-001,1.4786492283e+000
9.0416395612e-001,1.4621499605e+000
9.6466289515e-001,1.4427383991e+000
1.0223799381e+000,1.4201585737e+000
1.0769895381e+000,1.3942049252e+000
1.1281880403e+000,1.3647334906e+000
1.1757087563e+000,1.3316704033e+000
1.2193359554e+000,1.2950167884e+000
1.2589165157e+000,1.2548494425e+000
1.2943681576e+000,1.2113171071e+000
1.3256835247e+000,1.1646326278e+000
1.3529298371e+000,1.1150617325e+000
1.3762443261e+000,1.0629094983e+000
1.3958260862e+000,1.0085057402e+000
1.4119252889e+000,9.5219054553e-001
1.4248308415e+000,8.9430100709e-001
1.4348575652e+000,8.3515993174e-001
1.4423338177e+000,7.7506698581e-001
1.4475902698e+000,7.1429242982e-001
1.4509502888e+000,6.5307334370e-001
1.4527221445e+000,5.9161206445e-001
1.4531930551e+000,5.3007645610e-001
1.4526249428e+000,4.6860159675e-001
1.4512516782e+000,4.0729248250e-001
1.4492775490e+000,3.4622739527e-001
1.4468766803e+000,2.8546164587e-001
1.4441931513e+000,2.2503147090e-001
1.4413415881e+000,1.6495792606e-001
1.4384080508e+000,1.0525067271e-001
1.4354510773e+000,4.5911597882e-002
1.4325027841e+000,-1.3061760290e-002
1.4295699651e+000,-7.1672988824e-002
1.4266351590e+000,-1.2992377339e-001
1.4236576866e+000,-1.8781106153e-001
1.4205746835e+000,-2.4532441159e-001
1.4173021741e+000,-3.0244353313e-001
1.4137362526e+000,-3.5913603812e-001
1.4097544468e+000,-4.1535544012e-001
1.4052173516e+000,-4.7103945786e-001
1.3999706221e+000,-5.2610869910e-001
1.3938474092e+000,-5.8046581879e-001
1.3866713088e+000,-6.3399525786e-001
1.3782598700e+000,-6.8656367422e-001
1.3684286703e+000,-7.3802117081e-001
1.3569959195e+000,-7.8820340477e-001
1.3437874953e+000,-8.3693462406e-001
1.3286422517e+000,-8.8403162363e-001
1.3114173794e+000,-9.2930854433e-001
1.2919935475e+000,-9.7258235910e-001
1.2702795199e+000,-1.0136788122e+000
1.2462159370e+000,-1.0524385073e+000
1.2197779769e+000,-1.0887227913e+000
1.1909766740e+000,-1.1224190642e+000
1.1598587605e+000,-1.1534451638e+000
1.1265050100e+000,-1.1817525331e+000
1.0910271806e+000,-1.2073279682e+000
1.0535637615e+000,-1.2301938588e+000
1.0142748177e+000,-1.2504069511e+000
9.7333627912e-001,-1.2680557788e+000
9.3093403632e-001,-1.2832569926e+000
8.8725818592e-001,-1.2961508833e+000
8.4249771731e-001,-1.3068964142e+000
7.9683586367e-001,-1.3156660725e+000
7.5044626120e-001,-1.3226408167e+000
7.0348998372e-001,-1.3280053409e+000
6.5611345241e-001,-1.3319438211e+000
6.0844716697e-001,-1.3346362424e+000
5.6060516741e-001,-1.3362553543e+000
5.1268511430e-001,-1.3369642502e+000
4.6476886729e-001,-1.3369145380e+000
4.1692344467e-001,-1.3362450383e+000
3.6920225647e-001,-1.3350809390e+000
3.2164651833e-001,-1.3335333257e+000
2.7428676974e-001,-1.3316990120e+000
2.2714443672e-001,-1.3296605962e+000
1.8023339439e-001,-1.3274866819e+000
1.3356149817e-001,-1.3252322097e+000
8.7132063775e-002,-1.3229388552e+000
4.0945284320e-002,-1.3206354616e+000
-5.0004201361e-003,-1.3183384825e+000
-5.0707121575e-002,-1.3160524216e+000
-9.6176169751e-002,-1.3137702594e+000
-1.4140704240e-001,-1.3114738705e+000
-1.8639625824e-001,-1.3091344335e+000
-2.3113635319e-001,-1.3067128489e+000
-2.7561492301e-001,-1.3041601776e+000
-3.1981373951e-001,-1.3014181220e+000
-3.6370795193e-001,-1.2984195719e+000
-4.0726538967e-001,-1.2950892396e+000
-4.5044598764e-001,-1.2913444118e+000
-4.9320135981e-001,-1.2870958398e+000
-5.3547455020e-001,-1.2822487950e+000
-5.7719999315e-001,-1.2767043034e+000
-6.1830371484e-001,-1.2703605722e+000
-6.5870380608e-001,-1.2631146104e+000
-6.9831119127e-001,-1.2548640311e+000
-7.3703070972e-001,-1.2455090132e+000
-7.7476251369e-001,-1.2349543832e+000
-8.1140377165e-001,-1.2231117614e+000
-8.4685064776e-001,-1.2099017053e+000
